"CORE_BODY_TEMP_IN_C","TIMESTAMP","TIME","DATE"
37.0000000000000000000,2023-03-08 07:36:23.000,"07:36:23","2023-03-08"
37.0000000000000000000,2023-03-08 08:18:22.000,"08:18:22","2023-03-08"
37.0000000000000000000,2023-03-08 08:19:22.000,"08:19:22","2023-03-08"
37.0000000000000000000,2023-03-08 08:20:22.000,"08:20:22","2023-03-08"
37.0000000000000000000,2023-03-08 08:21:22.000,"08:21:22","2023-03-08"
37.0000000000000000000,2023-03-08 08:22:22.000,"08:22:22","2023-03-08"
37.0000000000000000000,2023-03-08 08:23:22.000,"08:23:22","2023-03-08"
37.0800000000000000000,2023-03-08 08:24:22.000,"08:24:22","2023-03-08"
37.1400000000000000000,2023-03-08 08:25:22.000,"08:25:22","2023-03-08"
37.1800000000000000000,2023-03-08 08:26:22.000,"08:26:22","2023-03-08"
37.2100000000000000000,2023-03-08 08:27:22.000,"08:27:22","2023-03-08"
37.2400000000000000000,2023-03-08 08:28:22.000,"08:28:22","2023-03-08"
37.2600000000000000000,2023-03-08 08:29:22.000,"08:29:22","2023-03-08"
37.2800000000000000000,2023-03-08 08:30:22.000,"08:30:22","2023-03-08"
37.2900000000000000000,2023-03-08 08:31:22.000,"08:31:22","2023-03-08"
37.3000000000000000000,2023-03-08 08:32:22.000,"08:32:22","2023-03-08"
37.3000000000000000000,2023-03-08 08:33:22.000,"08:33:22","2023-03-08"
37.3000000000000000000,2023-03-08 08:34:22.000,"08:34:22","2023-03-08"
37.3000000000000000000,2023-03-08 08:35:22.000,"08:35:22","2023-03-08"
37.3000000000000000000,2023-03-08 08:36:22.000,"08:36:22","2023-03-08"
37.3000000000000000000,2023-03-08 08:37:22.000,"08:37:22","2023-03-08"
37.2900000000000000000,2023-03-08 08:38:22.000,"08:38:22","2023-03-08"
37.2900000000000000000,2023-03-08 08:39:22.000,"08:39:22","2023-03-08"
37.2900000000000000000,2023-03-08 08:40:23.000,"08:40:23","2023-03-08"
37.2800000000000000000,2023-03-08 08:41:23.000,"08:41:23","2023-03-08"
37.2700000000000000000,2023-03-08 08:42:23.000,"08:42:23","2023-03-08"
37.2700000000000000000,2023-03-08 08:43:23.000,"08:43:23","2023-03-08"
37.2700000000000000000,2023-03-08 08:44:22.000,"08:44:22","2023-03-08"
37.2600000000000000000,2023-03-08 08:45:22.000,"08:45:22","2023-03-08"
37.2600000000000000000,2023-03-08 08:46:22.000,"08:46:22","2023-03-08"
37.2500000000000000000,2023-03-08 08:47:22.000,"08:47:22","2023-03-08"
37.2500000000000000000,2023-03-08 08:48:22.000,"08:48:22","2023-03-08"
37.2400000000000000000,2023-03-08 08:49:22.000,"08:49:22","2023-03-08"
37.2400000000000000000,2023-03-08 08:50:23.000,"08:50:23","2023-03-08"
37.2400000000000000000,2023-03-08 08:51:23.000,"08:51:23","2023-03-08"
37.2300000000000000000,2023-03-08 08:52:23.000,"08:52:23","2023-03-08"
37.2300000000000000000,2023-03-08 08:53:23.000,"08:53:23","2023-03-08"
37.2300000000000000000,2023-03-08 08:54:23.000,"08:54:23","2023-03-08"
37.2300000000000000000,2023-03-08 08:55:23.000,"08:55:23","2023-03-08"
37.2300000000000000000,2023-03-08 08:56:23.000,"08:56:23","2023-03-08"
37.2400000000000000000,2023-03-08 08:57:23.000,"08:57:23","2023-03-08"
37.2400000000000000000,2023-03-08 08:58:23.000,"08:58:23","2023-03-08"
37.2400000000000000000,2023-03-08 08:59:23.000,"08:59:23","2023-03-08"
37.2400000000000000000,2023-03-08 09:00:23.000,"09:00:23","2023-03-08"
37.2400000000000000000,2023-03-08 09:01:23.000,"09:01:23","2023-03-08"
37.2400000000000000000,2023-03-08 09:02:23.000,"09:02:23","2023-03-08"
37.2500000000000000000,2023-03-08 09:03:23.000,"09:03:23","2023-03-08"
37.2500000000000000000,2023-03-08 09:04:23.000,"09:04:23","2023-03-08"
37.2600000000000000000,2023-03-08 09:05:23.000,"09:05:23","2023-03-08"
37.2600000000000000000,2023-03-08 09:06:23.000,"09:06:23","2023-03-08"
37.2700000000000000000,2023-03-08 09:07:23.000,"09:07:23","2023-03-08"
37.2800000000000000000,2023-03-08 09:08:23.000,"09:08:23","2023-03-08"
37.2900000000000000000,2023-03-08 09:09:23.000,"09:09:23","2023-03-08"
37.3000000000000000000,2023-03-08 09:10:23.000,"09:10:23","2023-03-08"
37.3100000000000000000,2023-03-08 09:11:23.000,"09:11:23","2023-03-08"
37.3100000000000000000,2023-03-08 09:12:23.000,"09:12:23","2023-03-08"
37.3200000000000000000,2023-03-08 09:13:23.000,"09:13:23","2023-03-08"
37.3300000000000000000,2023-03-08 09:14:23.000,"09:14:23","2023-03-08"
37.3400000000000000000,2023-03-08 09:15:23.000,"09:15:23","2023-03-08"
37.3500000000000000000,2023-03-08 09:16:23.000,"09:16:23","2023-03-08"
37.3600000000000000000,2023-03-08 09:17:23.000,"09:17:23","2023-03-08"
37.3600000000000000000,2023-03-08 09:18:23.000,"09:18:23","2023-03-08"
37.3700000000000000000,2023-03-08 09:19:23.000,"09:19:23","2023-03-08"
37.3800000000000000000,2023-03-08 09:20:23.000,"09:20:23","2023-03-08"
37.3900000000000000000,2023-03-08 09:21:23.000,"09:21:23","2023-03-08"
37.4000000000000000000,2023-03-08 09:22:23.000,"09:22:23","2023-03-08"
37.4100000000000000000,2023-03-08 09:23:23.000,"09:23:23","2023-03-08"
37.4200000000000000000,2023-03-08 09:24:23.000,"09:24:23","2023-03-08"
37.4300000000000000000,2023-03-08 09:25:23.000,"09:25:23","2023-03-08"
37.4400000000000000000,2023-03-08 09:26:23.000,"09:26:23","2023-03-08"
37.4500000000000000000,2023-03-08 09:27:23.000,"09:27:23","2023-03-08"
37.4600000000000000000,2023-03-08 09:28:23.000,"09:28:23","2023-03-08"
37.4800000000000000000,2023-03-08 09:29:23.000,"09:29:23","2023-03-08"
37.6300000000000000000,2023-03-08 09:30:23.000,"09:30:23","2023-03-08"
37.7300000000000000000,2023-03-08 09:31:23.000,"09:31:23","2023-03-08"
37.8100000000000000000,2023-03-08 09:32:23.000,"09:32:23","2023-03-08"
37.8600000000000000000,2023-03-08 09:33:23.000,"09:33:23","2023-03-08"
37.9000000000000000000,2023-03-08 09:34:23.000,"09:34:23","2023-03-08"
37.9300000000000000000,2023-03-08 09:35:23.000,"09:35:23","2023-03-08"
37.9500000000000000000,2023-03-08 09:36:23.000,"09:36:23","2023-03-08"
37.9700000000000000000,2023-03-08 09:37:23.000,"09:37:23","2023-03-08"
37.9800000000000000000,2023-03-08 09:38:23.000,"09:38:23","2023-03-08"
37.9800000000000000000,2023-03-08 09:39:23.000,"09:39:23","2023-03-08"
37.9900000000000000000,2023-03-08 09:40:23.000,"09:40:23","2023-03-08"
38.0000000000000000000,2023-03-08 09:41:23.000,"09:41:23","2023-03-08"
37.9900000000000000000,2023-03-08 09:42:23.000,"09:42:23","2023-03-08"
37.9900000000000000000,2023-03-08 09:43:23.000,"09:43:23","2023-03-08"
37.9800000000000000000,2023-03-08 09:44:23.000,"09:44:23","2023-03-08"
37.9800000000000000000,2023-03-08 09:45:23.000,"09:45:23","2023-03-08"
37.9800000000000000000,2023-03-08 09:46:23.000,"09:46:23","2023-03-08"
37.9900000000000000000,2023-03-08 09:47:23.000,"09:47:23","2023-03-08"
37.9900000000000000000,2023-03-08 09:48:23.000,"09:48:23","2023-03-08"
38.0000000000000000000,2023-03-08 09:49:23.000,"09:49:23","2023-03-08"
38.0200000000000000000,2023-03-08 09:50:23.000,"09:50:23","2023-03-08"
38.0300000000000000000,2023-03-08 09:51:23.000,"09:51:23","2023-03-08"
38.0400000000000000000,2023-03-08 09:52:23.000,"09:52:23","2023-03-08"
38.0500000000000000000,2023-03-08 09:53:23.000,"09:53:23","2023-03-08"
38.0700000000000000000,2023-03-08 09:54:23.000,"09:54:23","2023-03-08"
38.0900000000000000000,2023-03-08 09:55:23.000,"09:55:23","2023-03-08"
38.1000000000000000000,2023-03-08 09:56:23.000,"09:56:23","2023-03-08"
38.1100000000000000000,2023-03-08 09:57:23.000,"09:57:23","2023-03-08"
38.1200000000000000000,2023-03-08 09:58:23.000,"09:58:23","2023-03-08"
38.1200000000000000000,2023-03-08 09:59:23.000,"09:59:23","2023-03-08"
38.1200000000000000000,2023-03-08 10:00:23.000,"10:00:23","2023-03-08"
38.1100000000000000000,2023-03-08 10:01:23.000,"10:01:23","2023-03-08"
38.1100000000000000000,2023-03-08 10:02:23.000,"10:02:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:03:23.000,"10:03:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:04:23.000,"10:04:23","2023-03-08"
38.0800000000000000000,2023-03-08 10:05:23.000,"10:05:23","2023-03-08"
38.0700000000000000000,2023-03-08 10:06:23.000,"10:06:23","2023-03-08"
38.0700000000000000000,2023-03-08 10:07:23.000,"10:07:23","2023-03-08"
38.0700000000000000000,2023-03-08 10:08:23.000,"10:08:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:09:23.000,"10:09:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:10:23.000,"10:10:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:11:23.000,"10:11:23","2023-03-08"
38.1100000000000000000,2023-03-08 10:12:23.000,"10:12:23","2023-03-08"
38.1200000000000000000,2023-03-08 10:13:23.000,"10:13:23","2023-03-08"
38.1300000000000000000,2023-03-08 10:14:23.000,"10:14:23","2023-03-08"
38.1400000000000000000,2023-03-08 10:15:23.000,"10:15:23","2023-03-08"
38.1300000000000000000,2023-03-08 10:16:23.000,"10:16:23","2023-03-08"
38.1300000000000000000,2023-03-08 10:17:23.000,"10:17:23","2023-03-08"
38.1200000000000000000,2023-03-08 10:18:23.000,"10:18:23","2023-03-08"
38.1200000000000000000,2023-03-08 10:19:23.000,"10:19:23","2023-03-08"
38.1100000000000000000,2023-03-08 10:20:23.000,"10:20:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:21:23.000,"10:21:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:22:23.000,"10:22:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:23:23.000,"10:23:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:24:23.000,"10:24:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:25:23.000,"10:25:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:26:23.000,"10:26:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:27:23.000,"10:27:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:28:23.000,"10:28:23","2023-03-08"
38.1100000000000000000,2023-03-08 10:29:23.000,"10:29:23","2023-03-08"
38.1100000000000000000,2023-03-08 10:30:23.000,"10:30:23","2023-03-08"
38.1000000000000000000,2023-03-08 10:31:23.000,"10:31:23","2023-03-08"
38.0900000000000000000,2023-03-08 10:32:23.000,"10:32:23","2023-03-08"
38.0700000000000000000,2023-03-08 10:33:23.000,"10:33:23","2023-03-08"
38.0500000000000000000,2023-03-08 10:34:23.000,"10:34:23","2023-03-08"
38.0300000000000000000,2023-03-08 10:35:23.000,"10:35:23","2023-03-08"
38.0200000000000000000,2023-03-08 10:36:23.000,"10:36:23","2023-03-08"
38.0100000000000000000,2023-03-08 10:37:23.000,"10:37:23","2023-03-08"
38.0100000000000000000,2023-03-08 10:38:23.000,"10:38:23","2023-03-08"
38.0100000000000000000,2023-03-08 10:39:23.000,"10:39:23","2023-03-08"
38.0200000000000000000,2023-03-08 10:40:23.000,"10:40:23","2023-03-08"
38.0200000000000000000,2023-03-08 10:41:23.000,"10:41:23","2023-03-08"
38.0300000000000000000,2023-03-08 10:42:23.000,"10:42:23","2023-03-08"
38.0300000000000000000,2023-03-08 10:43:23.000,"10:43:23","2023-03-08"
38.0400000000000000000,2023-03-08 10:44:23.000,"10:44:23","2023-03-08"
38.0500000000000000000,2023-03-08 10:45:23.000,"10:45:23","2023-03-08"
38.0500000000000000000,2023-03-08 10:46:23.000,"10:46:23","2023-03-08"
38.0600000000000000000,2023-03-08 10:47:23.000,"10:47:23","2023-03-08"
38.0700000000000000000,2023-03-08 10:48:23.000,"10:48:23","2023-03-08"
38.0600000000000000000,2023-03-08 10:49:23.000,"10:49:23","2023-03-08"
38.0500000000000000000,2023-03-08 10:50:23.000,"10:50:23","2023-03-08"
38.0400000000000000000,2023-03-08 10:51:23.000,"10:51:23","2023-03-08"
38.0200000000000000000,2023-03-08 10:52:23.000,"10:52:23","2023-03-08"
38.0100000000000000000,2023-03-08 10:53:23.000,"10:53:23","2023-03-08"
37.9900000000000000000,2023-03-08 10:54:23.000,"10:54:23","2023-03-08"
37.9800000000000000000,2023-03-08 10:55:23.000,"10:55:23","2023-03-08"
37.9800000000000000000,2023-03-08 10:56:23.000,"10:56:23","2023-03-08"
37.9800000000000000000,2023-03-08 10:57:23.000,"10:57:23","2023-03-08"
37.9900000000000000000,2023-03-08 10:58:23.000,"10:58:23","2023-03-08"
38.0000000000000000000,2023-03-08 10:59:23.000,"10:59:23","2023-03-08"
38.0100000000000000000,2023-03-08 11:00:23.000,"11:00:23","2023-03-08"
38.0200000000000000000,2023-03-08 11:01:23.000,"11:01:23","2023-03-08"
38.0300000000000000000,2023-03-08 11:02:23.000,"11:02:23","2023-03-08"
38.0300000000000000000,2023-03-08 11:03:23.000,"11:03:23","2023-03-08"
38.0400000000000000000,2023-03-08 11:04:23.000,"11:04:23","2023-03-08"
38.0500000000000000000,2023-03-08 11:05:23.000,"11:05:23","2023-03-08"
38.0500000000000000000,2023-03-08 11:06:23.000,"11:06:23","2023-03-08"
38.0500000000000000000,2023-03-08 11:07:23.000,"11:07:23","2023-03-08"
38.0300000000000000000,2023-03-08 11:08:23.000,"11:08:23","2023-03-08"
38.0200000000000000000,2023-03-08 11:09:23.000,"11:09:23","2023-03-08"
38.0000000000000000000,2023-03-08 11:10:23.000,"11:10:23","2023-03-08"
37.9800000000000000000,2023-03-08 11:11:23.000,"11:11:23","2023-03-08"
37.9600000000000000000,2023-03-08 11:12:23.000,"11:12:23","2023-03-08"
37.9500000000000000000,2023-03-08 11:13:23.000,"11:13:23","2023-03-08"
37.9500000000000000000,2023-03-08 11:14:23.000,"11:14:23","2023-03-08"
37.9500000000000000000,2023-03-08 11:15:23.000,"11:15:23","2023-03-08"
37.9600000000000000000,2023-03-08 11:16:23.000,"11:16:23","2023-03-08"
37.9800000000000000000,2023-03-08 11:17:23.000,"11:17:23","2023-03-08"
37.9900000000000000000,2023-03-08 11:18:23.000,"11:18:23","2023-03-08"
38.0000000000000000000,2023-03-08 11:19:23.000,"11:19:23","2023-03-08"
38.0100000000000000000,2023-03-08 11:20:23.000,"11:20:23","2023-03-08"
38.0200000000000000000,2023-03-08 11:21:23.000,"11:21:23","2023-03-08"
38.0300000000000000000,2023-03-08 11:22:23.000,"11:22:23","2023-03-08"
38.0300000000000000000,2023-03-08 11:23:23.000,"11:23:23","2023-03-08"
38.0300000000000000000,2023-03-08 11:24:23.000,"11:24:23","2023-03-08"
38.0200000000000000000,2023-03-08 11:25:23.000,"11:25:23","2023-03-08"
37.9900000000000000000,2023-03-08 11:26:23.000,"11:26:23","2023-03-08"
37.9700000000000000000,2023-03-08 11:27:23.000,"11:27:23","2023-03-08"
37.9500000000000000000,2023-03-08 11:28:23.000,"11:28:23","2023-03-08"
37.9200000000000000000,2023-03-08 11:29:22.000,"11:29:22","2023-03-08"
37.8900000000000000000,2023-03-08 11:30:22.000,"11:30:22","2023-03-08"
37.8700000000000000000,2023-03-08 11:31:22.000,"11:31:22","2023-03-08"
37.8400000000000000000,2023-03-08 11:32:22.000,"11:32:22","2023-03-08"
37.8200000000000000000,2023-03-08 11:33:22.000,"11:33:22","2023-03-08"
37.8100000000000000000,2023-03-08 11:34:22.000,"11:34:22","2023-03-08"
37.7900000000000000000,2023-03-08 11:35:22.000,"11:35:22","2023-03-08"
37.7700000000000000000,2023-03-08 11:36:22.000,"11:36:22","2023-03-08"
37.7500000000000000000,2023-03-08 11:37:22.000,"11:37:22","2023-03-08"
37.7400000000000000000,2023-03-08 11:38:22.000,"11:38:22","2023-03-08"
37.7300000000000000000,2023-03-08 11:39:22.000,"11:39:22","2023-03-08"
37.7200000000000000000,2023-03-08 11:40:22.000,"11:40:22","2023-03-08"
37.7100000000000000000,2023-03-08 11:41:22.000,"11:41:22","2023-03-08"
37.7100000000000000000,2023-03-08 11:42:22.000,"11:42:22","2023-03-08"
37.7000000000000000000,2023-03-08 11:43:22.000,"11:43:22","2023-03-08"
37.7000000000000000000,2023-03-08 11:44:22.000,"11:44:22","2023-03-08"
37.6900000000000000000,2023-03-08 11:45:22.000,"11:45:22","2023-03-08"
37.6900000000000000000,2023-03-08 11:46:22.000,"11:46:22","2023-03-08"
37.7000000000000000000,2023-03-08 11:47:22.000,"11:47:22","2023-03-08"
37.7100000000000000000,2023-03-08 11:48:22.000,"11:48:22","2023-03-08"
37.7200000000000000000,2023-03-08 11:49:22.000,"11:49:22","2023-03-08"
37.7300000000000000000,2023-03-08 11:50:22.000,"11:50:22","2023-03-08"
37.7500000000000000000,2023-03-08 11:51:22.000,"11:51:22","2023-03-08"
37.7600000000000000000,2023-03-08 11:52:22.000,"11:52:22","2023-03-08"
37.7600000000000000000,2023-03-08 11:53:22.000,"11:53:22","2023-03-08"
37.7700000000000000000,2023-03-08 11:54:22.000,"11:54:22","2023-03-08"
37.7700000000000000000,2023-03-08 11:55:22.000,"11:55:22","2023-03-08"
37.7800000000000000000,2023-03-08 11:56:22.000,"11:56:22","2023-03-08"
37.7800000000000000000,2023-03-08 11:57:22.000,"11:57:22","2023-03-08"
37.7600000000000000000,2023-03-08 11:58:22.000,"11:58:22","2023-03-08"
37.7300000000000000000,2023-03-08 11:59:22.000,"11:59:22","2023-03-08"
37.7000000000000000000,2023-03-08 12:00:22.000,"12:00:22","2023-03-08"
37.6500000000000000000,2023-03-08 12:01:22.000,"12:01:22","2023-03-08"
37.6100000000000000000,2023-03-08 12:02:22.000,"12:02:22","2023-03-08"
37.5600000000000000000,2023-03-08 12:03:22.000,"12:03:22","2023-03-08"
37.5300000000000000000,2023-03-08 12:04:22.000,"12:04:22","2023-03-08"
37.4900000000000000000,2023-03-08 12:05:22.000,"12:05:22","2023-03-08"
37.4600000000000000000,2023-03-08 12:06:22.000,"12:06:22","2023-03-08"
37.4400000000000000000,2023-03-08 12:07:22.000,"12:07:22","2023-03-08"
37.4500000000000000000,2023-03-08 12:08:22.000,"12:08:22","2023-03-08"
37.4700000000000000000,2023-03-08 12:09:22.000,"12:09:22","2023-03-08"
37.4800000000000000000,2023-03-08 12:10:22.000,"12:10:22","2023-03-08"
37.4900000000000000000,2023-03-08 12:11:22.000,"12:11:22","2023-03-08"
37.5000000000000000000,2023-03-08 12:12:22.000,"12:12:22","2023-03-08"
37.5100000000000000000,2023-03-08 12:13:22.000,"12:13:22","2023-03-08"
37.5200000000000000000,2023-03-08 12:14:22.000,"12:14:22","2023-03-08"
37.5300000000000000000,2023-03-08 12:15:22.000,"12:15:22","2023-03-08"
37.5400000000000000000,2023-03-08 12:16:22.000,"12:16:22","2023-03-08"
